Buffer_ID,Day,MinvonTime_Start_Number,MaxvonTime_End_Number,Time,Jurisdiction_ID,Waterbody_ID,Relevant
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,J54130,,False
142,16-07-02,9.34,16.86,15.3425000000861,J54130,328974235C,True
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,J54159,,False
142,16-07-02,9.34,16.86,15.6674999999232,J54130,328974235A,True
142,16-07-02,9.34,16.86,15.3091666666442,,0,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,18.1372222221689,,329069248,False
142,16-07-02,9.34,16.86,18.1552777777542,J54130,328974235B,True
142,16-07-02,9.34,16.86,18.1788888889714,,328961702A,False
142,16-07-02,9.34,16.86,18.1944444444962,,0,False
142,16-07-02,9.34,16.86,18.211666666728,,328961702A,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,18.2380555554992,J54130,329069248,True
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,18.2680555555271,,329069248,False
142,16-07-02,9.34,16.86,18.2827777776984,J54159,,False
142,16-07-02,9.34,16.86,10.232222222141,,328961702A,False
142,16-07-02,9.34,16.86,18.3080555556226,,0,False
142,16-07-02,9.34,16.86,12.0972222222481,,328961702A,False
142,16-07-02,9.34,16.86,9.86222222226206,J54129,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,10.0497222222621,,328961702A,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,10.2530555556295,,328961702A,False
142,16-07-02,9.34,16.86,10.6552777777542,,328961702A,False
142,16-07-02,9.34,16.86,10.685833333293,J54130,328961702B,True
142,16-07-02,9.34,16.86,10.704166666721,,328961702B,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,17.7374999999302,,0,False
142,16-07-02,9.34,16.86,17.7575000000652,,328961702A,False
142,16-07-02,9.34,16.86,17.7947222222574,,0,False
142,16-07-02,9.34,16.86,17.8408333333209,,328961702A,False
142,16-07-02,9.34,16.86,17.9369444443728,,0,False
142,16-07-02,9.34,16.86,17.9661111110472,,328961702A,False
142,16-07-02,9.34,16.86,17.9905555556179,J54159,0,False
142,16-07-02,9.34,16.86,18.0236111110426,,328961702A,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,18.0905555555946,,329069248,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,18.1450000000186,J54130,328961702A,True
142,16-07-02,9.34,16.86,18.1863888888038,,328961702A,True
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,J54130,,False
142,16-07-02,9.34,16.86,18.3024999999907,,328961702A,False
142,16-07-02,9.34,16.86,18.3402777776937,J54129,,False
142,16-07-02,9.34,16.86,18.3747222221573,,328961702A,True
142,16-07-02,9.34,16.86,18.4027777778101,,,False
142,16-07-02,9.34,16.86,18.4255555554992,,328961702A,False
142,16-07-02,9.34,16.86,18.0630555556272,J54130,328961702A,True
142,16-07-02,9.34,16.86,,J54130,,False
142,16-07-02,9.34,16.86,15.8719444444869,J54159,0,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,16.9355555555667,,328961702A,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,18.1152777778334,J54130,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,17.2619444444426,,0,False
142,16-07-02,9.34,16.86,17.7127777776914,,328961702A,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,17.377222222276,J54130,328974235B,True
142,16-07-02,9.34,16.86,17.4094444445218,,329069253,False
142,16-07-02,9.34,16.86,17.4522222221713,J54159,-1,False
142,16-07-02,9.34,16.86,17.4711111111101,,0,False
142,16-07-02,9.34,16.86,17.4911111110705,,328961702A,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,17.5894444445148,J54159,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,17.6616666666814,,328961702A,False
142,16-07-02,9.34,16.86,,J54130,,False
142,16-07-02,9.34,16.86,,J54145,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,17.6938888889272,J54130,0,False
142,16-07-02,9.34,16.86,17.6749999999884,J54130,328961702A,True
142,16-07-02,9.34,16.86,17.6561111110495,,329069248,False
142,16-07-02,9.34,16.86,,J54130,,False
142,16-07-02,9.34,16.86,,J54130,,False
142,16-07-02,9.34,16.86,17.7241666666232,,328961702A,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,J54130,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,9.74583333340706,,329069248,False
142,16-07-02,9.34,16.86,9.72861111117527,J54159,0,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,12.8944444445078,J54128,328961724,True
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,10.3011111110682,,328961702A,False
142,16-07-02,9.34,16.86,18.0869444445125,J54130,328961702A,True
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,18.0413888889598,,328961702A,False
142,16-07-02,9.34,16.86,,J54130,,False
142,16-07-02,9.34,16.86,17.992499999993,J54129,328974235C,True
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,17.9638888888294,,328961702A,False
142,16-07-02,9.34,16.86,,,,False
142,16-07-02,9.34,16.86,18.0147222221713,J54130,328961702A,True
142,16-07-02,9.34,16.86,17.774722222297,J54129,329246294,True
142,16-07-02,9.34,16.86,17.8338888888247,,328961702A,False
142,16-07-02,9.34,16.86,17.8733333334094,,0,False
142,16-07-02,9.34,16.86,17.9327777777798,,329069248,False
142,16-07-02,9.34,16.86,17.9480555556365,,328961702B,False
142,16-07-02,9.34,16.86,17.7591666665976,,0,False
386,16-07-02,10.00,18.02,12.8783333332976,J54130,,False
386,16-07-02,10.00,18.02,13.6277777777868,J54129,328961720A,True
386,16-07-02,10.00,18.02,,J54129,,False
386,16-07-02,10.00,18.02,13.4677777777542,J54130,329459116B,True
386,16-07-02,10.00,18.02,13.3088888889179,J54130,329459116A,True
386,16-07-02,10.00,18.02,13.0944444444613,,328961767C,False
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,12.9644444444566,J54130,329663955,True
386,16-07-02,10.00,18.02,12.8424999999697,J54129,329459117,True
386,16-07-02,10.00,18.02,12.718333333265,J54128,,False
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,12.4613888888271,,328961767C,False
386,16-07-02,10.00,18.02,12.0494444444776,,329459116B,False
386,16-07-02,10.00,18.02,,J54130,,False
386,16-07-02,10.00,18.02,11.8347222221782,,329518145B,False
386,16-07-02,10.00,18.02,15.7699999999604,J54130,329069968,True
386,16-07-02,10.00,18.02,,J54173,,False
386,16-07-02,10.00,18.02,11.9713888888364,,329459116A,False
386,16-07-02,10.00,18.02,13.2938888889039,,329459116C,False
386,16-07-02,10.00,18.02,,J54129,,False
386,16-07-02,10.00,18.02,18.5058333333582,J54129,329459116B,True
386,16-07-02,10.00,18.02,12.8130555556272,,329518145B,False
386,16-07-02,10.00,18.02,11.7016666666023,J54173,329459116B,True
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,13.0097222221666,J54130,329459116B,True
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,12.8472222222481,,329518145B,False
386,16-07-02,10.00,18.02,13.1933333334164,,329518145B,False
386,16-07-02,10.00,18.02,15.8694444444263,J54129,329518146,True
386,16-07-02,10.00,18.02,,J54129,,False
386,16-07-02,10.00,18.02,,J54130,,False
386,16-07-02,10.00,18.02,12.069444444438,J54129,329518145B,True
386,16-07-02,10.00,18.02,,J54130,,False
386,16-07-02,10.00,18.02,16.3144444443751,J54129,329518145B,True
386,16-07-02,10.00,18.02,,J54145,,False
386,16-07-02,10.00,18.02,15.9247222222039,,329085092,False
386,16-07-02,10.00,18.02,,J54130,,False
386,16-07-02,10.00,18.02,13.1652777777635,J54131,329518145B,True
386,16-07-02,10.00,18.02,14.6461111111566,J54129,329518145B,True
386,16-07-02,10.00,18.02,18.8999999999651,J54129,329518145B,True
386,16-07-02,10.00,18.02,18.3475000000326,J54173,329459116B,True
386,16-07-02,10.00,18.02,18.3183333333582,J54129,329518145B,True
386,16-07-02,10.00,18.02,15.6952777777333,,329518146,False
386,16-07-02,10.00,18.02,15.5705555555178,J54130,329518145B,True
386,16-07-02,10.00,18.02,15.3058333334047,J54129,329459116A,True
386,16-07-02,10.00,18.02,,J54129,,False
386,16-07-02,10.00,18.02,18.4186111111776,J54130,329459119,True
386,16-07-02,10.00,18.02,14.9244444444194,,329518145B,False
386,16-07-02,10.00,18.02,,J54130,,False
386,16-07-02,10.00,18.02,14.5308333333232,J54181,329518145B,True
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,14.4633333332604,J54129,329518146,True
386,16-07-02,10.00,18.02,13.9016666666139,J54129,329518145B,True
386,16-07-02,10.00,18.02,13.8497222222504,J54131,328961724,True
386,16-07-02,10.00,18.02,13.794722222141,,329518145B,False
386,16-07-02,10.00,18.02,13.7180555555387,J54129,329518145B,True
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,19.1149999999325,J54173,329518145B,True
386,16-07-02,10.00,18.02,11.3391666667303,,328961767C,False
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,11.0947222222458,J54130,329518145B,True
386,16-07-02,10.00,18.02,11.0650000000605,,329459117,False
386,16-07-02,10.00,18.02,,J54173,,False
386,16-07-02,10.00,18.02,,J54130,,False
386,16-07-02,10.00,18.02,10.6897222222178,,329518145B,False
386,16-07-02,10.00,18.02,18.3927777777426,J54130,329518145B,True
386,16-07-02,10.00,18.02,10.0897222221829,J54173,329518145B,True
386,16-07-02,10.00,18.02,,J54130,,False
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,,J54129,,False
386,16-07-02,10.00,18.02,18.9708333332674,,329518145B,False
386,16-07-02,10.00,18.02,,J54130,,False
386,16-07-02,10.00,18.02,18.8719444444869,J54129,329518145B,True
386,16-07-02,10.00,18.02,16.4141666666837,J54173,329459116B,True
386,16-07-02,10.00,18.02,18.4880555556156,,328961767C,False
386,16-07-02,10.00,18.02,10.2491666667047,,329518145B,False
386,16-07-02,10.00,18.02,10.8444444444613,,328961767C,False
386,16-07-02,10.00,18.02,11.9883333334001,J54130,329534136,True
386,16-07-02,10.00,18.02,10.1397222221713,J54130,329518145B,True
386,16-07-02,10.00,18.02,,,,False
386,16-07-02,10.00,18.02,13.9888888889691,,329085113,False
386,16-07-02,10.00,18.02,11.0347222221899,,328961767C,False
386,16-07-02,10.00,18.02,,J54129,,False
386,16-07-02,10.00,18.02,11.3897222222295,J54130,329518145B,True
386,16-07-02,10.00,18.02,,J54129,,False
386,16-07-02,10.00,18.02,11.6241666666465,J54173,-1,True
386,16-07-02,10.00,18.02,11.6866666665883,J54130,329016196,True
386,16-07-02,10.00,18.02,11.7961111111217,,329518146,False
386,16-07-02,10.00,18.02,,J54129,,False
386,16-07-02,10.00,18.02,10.4961111110752,,329085113,False
511,16-07-02,12.00,18.50,14.4666666666744,,329328382,False
511,16-07-02,12.00,18.50,12.7630555556389,,329328382,False
511,16-07-02,12.00,18.50,12.828611111152,,329328382,False
511,16-07-02,12.00,18.50,13.2458333332906,J54131,-1,True
511,16-07-02,12.00,18.50,13.5952777776984,J54129,-1,False
511,16-07-02,12.00,18.50,14.1613888889551,J54131,329328382,True
511,16-07-02,12.00,18.50,,J54129,,False
511,16-07-02,12.00,18.50,,,,False
511,16-07-02,12.00,18.50,15.2874999999767,J54129,329328382,True
511,16-07-02,12.00,18.50,,J54181,,False
511,16-07-02,12.00,18.50,,J54129,,False
511,16-07-02,12.00,18.50,18.0830555555876,J54131,329328382,True
511,16-07-02,12.00,18.50,12.2280555556063,,-1,False
511,16-07-02,12.00,18.50,18.4558333333698,,329328382,False
511,16-07-02,12.00,18.50,,,,False
511,16-07-02,12.00,18.50,18.3252777778544,J54129,329328382,True
511,16-07-02,12.00,18.50,18.0297222221852,,-1,False
18,16-07-02,10.01,16.63,,J54182,329676312,True
18,16-07-02,10.01,16.63,,J54182,329170743,True
18,16-07-02,10.01,16.63,,J54182,,False
307,16-07-02,8.75,17.51,11.4188888889039,J54130,329093897,True
307,16-07-02,8.75,17.51,,J54130,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,10.3150000000605,J54130,329093898,True
307,16-07-02,8.75,17.51,10.5761111110914,,329093898,False
307,16-07-02,8.75,17.51,10.7216666666209,,329093897,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,12.9213888889644,,329093898,False
307,16-07-02,8.75,17.51,11.2075000000186,,,False
307,16-07-02,8.75,17.51,14.0463888889644,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,J54130,,False
307,16-07-02,8.75,17.51,11.8966666666092,,329093898,False
307,16-07-02,8.75,17.51,11.0313888889505,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,J54130,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,16.4516666667187,J54129,-1,True
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,J54130,,False
307,16-07-02,8.75,17.51,12.8875000000116,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,12.9663888888317,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,J54130,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,J54130,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,10.9716666667373,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,9.40416666667443,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,10.7466666667024,J54130,329093898,True
307,16-07-02,8.75,17.51,11.9177777777659,,,False
307,16-07-02,8.75,17.51,12.0897222222411,J54130,329093898,True
307,16-07-02,8.75,17.51,,J54130,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,J54129,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,J54145,,False
307,16-07-02,8.75,17.51,,J54129,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,12.9669444445171,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,17.3313888888806,,328961702A,False
307,16-07-02,8.75,17.51,13.8863888889318,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,14.3858333333046,J54130,329093898,True
307,16-07-02,8.75,17.51,16.3355555555318,,329093898,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,J54129,,False
307,16-07-02,8.75,17.51,13.2158333332627,J54130,329093898,True
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
307,16-07-02,8.75,17.51,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,14.2875000000349,J54130,329216611,True
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,14.5888888888294,,329518145B,False
49,16-07-03,10.33,15.77,13.0097222221666,,329216611,False
49,16-07-03,10.33,15.77,11.0913888888317,,,False
49,16-07-03,10.33,15.77,15.0330555555993,,329480769,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,10.7144444444566,,329216611,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,10.9677777778124,,329216611,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,12.0597222222132,,329216611,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,J54130,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,,,,False
49,16-07-03,10.33,15.77,12.7413888889714,,329459116C,False
49,16-07-03,10.33,15.77,,,,False
386,16-07-03,9.80,17.96,13.5463888889062,J54173,329494714,True
386,16-07-03,9.80,17.96,13.4608333332581,J54173,329518145B,True
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,13.3174999999464,J54173,329518145B,True
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,12.1975000000675,,329085113,False
386,16-07-03,9.80,17.96,11.9611111111008,J54129,329518145B,True
386,16-07-03,9.80,17.96,9.92277777782874,,329518145B,False
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,15.0319444444031,,329484653,False
386,16-07-03,9.80,17.96,,J54128,,False
386,16-07-03,9.80,17.96,12.7441666667,J54129,329518145B,True
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,13.2575000000652,,329085113,False
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,13.9794444444124,J54129,329518145B,True
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,15.5088888889295,,329459116A,False
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,16.1113888888503,J54130,329459116B,True
386,16-07-03,9.80,17.96,16.82972222229,,329459117,False
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,17.6149999999325,J54129,329663955,True
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,14.0205555555294,,328961767C,False
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,13.6816666667,J54129,329518145A,True
386,16-07-03,9.80,17.96,14.1041666666279,J54129,329518145B,True
386,16-07-03,9.80,17.96,14.8238888889318,J54129,329459116A,True
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,,J54130,,False
386,16-07-03,9.80,17.96,15.3636111110682,,,False
386,16-07-03,9.80,17.96,15.498888888862,J54129,329518145B,True
386,16-07-03,9.80,17.96,,J54129,,False
386,16-07-03,9.80,17.96,12.7208333333256,,329518145B,False
386,16-07-03,9.80,17.96,15.9244444443611,J54129,329518145B,True
386,16-07-03,9.80,17.96,13.6550000000861,J54130,329518145B,True
386,16-07-03,9.80,17.96,16.912777777703,J54129,,False
386,16-07-03,9.80,17.96,17.9408333332976,J54129,329459116B,True
386,16-07-03,9.80,17.96,10.4022222222411,J54130,329518145A,True
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,11.1488888888271,J54129,329518145B,True
386,16-07-03,9.80,17.96,11.5499999999302,J54129,329459118,True
386,16-07-03,9.80,17.96,11.7361111110658,,,False
386,16-07-03,9.80,17.96,12.5305555555969,,329518145B,False
386,16-07-03,9.80,17.96,,,,False
386,16-07-03,9.80,17.96,11.6044444445288,,328961689A,False
511,16-07-03,11.51,18.76,13.320000000007,,329328382,False
511,16-07-03,11.51,18.76,,,,False
511,16-07-03,11.51,18.76,18.2872222223086,,0,False
511,16-07-03,11.51,18.76,,,,False
511,16-07-03,11.51,18.76,17.4422222222784,,329225635,False
511,16-07-03,11.51,18.76,13.46055555559,J54129,-1,False
511,16-07-03,11.51,18.76,,J54131,,False
511,16-07-03,11.51,18.76,12.3305555554689,,0,False
511,16-07-03,11.51,18.76,11.5836111110402,J54143,-1,False
511,16-07-03,11.51,18.76,15.6063888888457,,329328382,False
459,16-07-03,10.00,18.00,11.3766666665906,J54129,329518145A,True
459,16-07-03,10.00,18.00,,J54129,,False
459,16-07-03,10.00,18.00,,J54129,,False
459,16-07-03,10.00,18.00,11.6236111111357,,329480766,False
459,16-07-03,10.00,18.00,,J54131,,False
459,16-07-03,10.00,18.00,11.2680555555853,J54129,329445094,True
459,16-07-03,10.00,18.00,10.9719444444054,J54129,329459119,True
459,16-07-03,10.00,18.00,,J54129,,False
459,16-07-03,10.00,18.00,,J54130,,False
459,16-07-03,10.00,18.00,13.0694444443798,J54129,-1,True
459,16-07-03,10.00,18.00,,J54129,,False
459,16-07-03,10.00,18.00,,J54182,,False
459,16-07-03,10.00,18.00,,,,False
459,16-07-03,10.00,18.00,,J54129,,False
459,16-07-03,10.00,18.00,16.672499999986,J54131,329459116B,True
459,16-07-03,10.00,18.00,,,,False
459,16-07-03,10.00,18.00,,J54129,,False
459,16-07-03,10.00,18.00,,J54129,,False
459,16-07-03,10.00,18.00,14.115277777717,J54129,329518145B,True
459,16-07-03,10.00,18.00,,J54129,,False
459,16-07-03,10.00,18.00,16.0633333334117,J54129,328961767A,True
459,16-07-03,10.00,18.00,14.8702777778381,J54131,-1,True
307,16-07-03,8.52,17.64,,J54130,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,12.2391666666954,,329093897,False
307,16-07-03,8.52,17.64,12.022500000021,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,11.5686111110263,J54130,329093898,True
307,16-07-03,8.52,17.64,11.4841666667489,,329093898,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,10.4788888888434,J54130,,False
307,16-07-03,8.52,17.64,,J54130,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,8.57750000007218,J54129,329247790,True
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,12.4636111110449,,329093898,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,J54139,,False
307,16-07-03,8.52,17.64,,J54129,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,12.0061111111427,,329220262,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,12.2144444444566,,329093898,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,12.4141666667419,,329093898,False
307,16-07-03,8.52,17.64,12.684722222155,,329093897,False
307,16-07-03,8.52,17.64,10.9758333333302,,329093898,False
307,16-07-03,8.52,17.64,17.1513888888876,,,False
307,16-07-03,8.52,17.64,10.4822222222574,,329093898,False
307,16-07-03,8.52,17.64,16.7433333332883,,,False
307,16-07-03,8.52,17.64,16.5102777777356,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,J54129,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,15.3883333333069,J54129,329093898,True
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,J54130,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,12.7027777777403,,329093898,False
307,16-07-03,8.52,17.64,12.7519444443751,,329220262,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,13.121666666586,J54130,0,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,13.5358333333279,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,13.8236111111473,J54130,329093898,True
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,J54130,,False
307,16-07-03,8.52,17.64,11.1527777777519,,329093898,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,J54130,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,16.7133333332604,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,8.96388888882939,,329523945,False
307,16-07-03,8.52,17.64,,,,False
307,16-07-03,8.52,17.64,10.2919444445288,J54129,329216611,True
307,16-07-03,8.52,17.64,,J54130,,False
210,16-07-03,10.42,15.54,15.41444444441,,0,False
210,16-07-03,10.42,15.54,14.2766666666139,,328974235C,False
210,16-07-03,10.42,15.54,15.2758333333768,J54126,328974235C,True
210,16-07-03,10.42,15.54,14.8422222221852,,0,False
210,16-07-03,10.42,15.54,14.6613888888387,J54129,-1,True
210,16-07-03,10.42,15.54,14.357222222141,J54130,329123412,True
210,16-07-03,10.42,15.54,14.8899999999558,J54130,328961702A,True
210,16-07-03,10.42,15.54,14.2919444444706,J54130,329093897,True
210,16-07-03,10.42,15.54,13.8963888888247,J54129,328961702A,True
210,16-07-03,10.42,15.54,,J54130,,False
210,16-07-03,10.42,15.54,,J54130,,False
210,16-07-03,10.42,15.54,,J54129,,False
210,16-07-03,10.42,15.54,13.2491666667047,J54130,0,False
210,16-07-03,10.42,15.54,,J54130,,False
210,16-07-03,10.42,15.54,14.3144444444915,J54129,,False
210,16-07-03,10.42,15.54,12.7927777778241,J54130,329216611,True
210,16-07-03,10.42,15.54,,J54130,,False
210,16-07-03,10.42,15.54,11.0647222222178,J54130,328961702A,True
210,16-07-03,10.42,15.54,,J54130,,False
210,16-07-03,10.42,15.54,11.9233333333977,J54130,,False
210,16-07-03,10.42,15.54,12.0311111110495,J54130,328961702B,True
210,16-07-03,10.42,15.54,12.0758333332487,J54130,329523947,True
210,16-07-03,10.42,15.54,,J54130,,False
210,16-07-03,10.42,15.54,,J54130,,False
210,16-07-03,10.42,15.54,,,,False
210,16-07-03,10.42,15.54,,,,False
96,16-07-04,9.74,16.51,,J54130,,False
96,16-07-04,9.74,16.51,12.9130555556039,,329216611,False
96,16-07-04,9.74,16.51,13.7669444445055,,,False
96,16-07-04,9.74,16.51,14.0488888888503,,329016196,False
96,16-07-04,9.74,16.51,,,,False
96,16-07-04,9.74,16.51,11.1436111110379,,328961720B,False
